Data,Otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2016-06-08,64.92,65.41,66.27,64.45,62.99,0.74
2016-06-07,64.16,64.93,65.82,64.16,61.38,1.35
2016-06-06,65.67,64.07,65.72,63.78,49.43,-2.22
2016-06-03,65.01,65.52,65.89,64.42,61.18,1.08
2016-06-02,65.1,64.82,65.39,64.39,54.69,-0.43
2016-06-01,65.58,65.1,66.32,64.81,78.57,-0.26
2016-05-31,65.26,65.27,66.38,65.26,120.91,0.26
2016-05-30,65.39,65.1,65.58,64.91,19.69,-0.43
2016-05-27,66.55,65.39,66.8,64.88,60.04,-1
2016-05-25,65.48,66.05,66.99,65.2,91.23,1.16
2016-05-24,64.6,65.29,65.5,63.91,46.92,1.42
2016-05-23,64.91,64.38,65.11,63.77,30.61,-0.89
2016-05-20,62.65,64.95,64.95,62.02,55.28,3.58
2016-05-19,63.78,62.71,64.67,62.57,52.28,-1.82
2016-05-18,64.21,63.87,64.63,63.62,49.11,-0.53
2016-05-17,65.34,64.21,66,64.16,38.02,-1.58
2016-05-16,64.85,65.24,66.31,64.85,45.45,0.57
2016-05-13,65.15,64.87,65.39,64.75,50.05,-0.43
2016-05-12,64.24,65.15,65.46,64.24,59.66,2.21
2016-05-11,62.08,63.74,64.58,61.71,59.69,2.67
2016-05-10,63.07,62.08,63.69,61.33,57.29,-1.28
2016-05-09,63.09,62.89,63.97,62.4,39.54,0.12
2016-05-06,63.02,62.81,63.45,61.5,67.48,-0.42
2016-05-05,63.41,63.07,63.69,61.64,47.24,-0.52
2016-05-04,64.77,63.41,65.25,62.79,70.05,-2.11
2016-05-02,65.24,64.77,66.14,64.1,30.75,-0.15
2016-04-29,66.19,64.87,66.19,64.85,79.32,-1.48
2016-04-28,64.44,65.84,66.55,64.07,76.02,1.81
2016-04-27,65.68,64.67,66.57,64.39,72.53,-2.09
2016-04-26,66.05,66.05,66.38,65.41,80.3,0
2016-04-25,65.77,66.05,66.47,64.89,49.72,-0.01
2016-04-22,67.93,66.06,68.03,65.51,85.73,-2.59
2016-04-21,69.25,67.81,69.35,67.42,92.54,-2.19
2016-04-20,68.97,69.33,69.67,68.73,100.23,0.4
2016-04-19,67.35,69.06,69.58,67.35,69.41,2.82
2016-04-18,67.56,67.16,67.75,66.8,57.47,-1.1
2016-04-15,68.25,67.91,68.59,67.32,52.83,-0.37
2016-04-14,67.63,68.16,68.66,67.46,36.17,0.32
2016-04-13,66.52,67.94,68.41,66.52,44.97,2.43
2016-04-12,67.08,66.33,67.25,65.58,48.21,-1.17
2016-04-11,66.73,67.11,67.63,66.37,42.49,0.38
2016-04-08,66.45,66.86,67.69,66.13,52.21,1.23
2016-04-07,67.2,66.05,67.42,65.4,75.63,-0.99
2016-04-06,68.24,66.71,68.97,66.17,58.86,-2.16
2016-04-05,69.16,68.18,69.44,67.96,99.03,-1.89
2016-04-04,68.12,69.49,69.53,67.79,50.23,1.57
2016-04-01,68.91,68.42,69.57,67.75,77.77,-1.88
2016-03-31,66.05,69.73,69.73,65.1,165.25,0.16
2016-03-30,67.23,69.61,69.61,67.23,129.41,3.71
2016-03-29,65.58,67.12,67.42,65.32,122.4,1.93
2016-03-24,63.69,65.85,65.85,63.3,81.34,2.9
2016-03-23,64.18,63.99,64.69,63.23,60.78,0
2016-03-23,64.18,63.99,64.69,63.23,60.78,0
